City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,Jamestown,42.097,-79.2353,55.04,52,0,5.75,US,2022-04-06 01:27:34
1,Port Macquarie,-31.4333,152.9167,74.35,66,1,4.45,AU,2022-04-06 01:24:52
2,Jagalur,14.5333,76.35,73.31,78,21,7.09,IN,2022-04-06 01:27:35
3,Bud,39.447,-86.1758,55.81,95,100,7.45,US,2022-04-06 01:27:35
4,Vaini,-21.2,-175.2,80.76,89,40,4.61,TO,2022-04-06 01:27:35
5,Port Alfred,-33.5906,26.891,58.17,86,6,1.01,ZA,2022-04-06 01:27:36
6,Ushuaia,-54.8,-68.3,37.06,87,40,27.63,AR,2022-04-06 01:27:36
7,Rikitea,-23.1203,-134.9692,79.18,66,87,16.69,PF,2022-04-06 01:24:29
8,Ferkessedougou,9.6,-5.2,82.58,52,76,3.18,CI,2022-04-06 01:27:36
9,Aksarka,66.5606,67.7975,21.52,92,100,25.99,RU,2022-04-06 01:27:37
10,Nikolskoye,59.7035,30.7861,26.8,78,100,12.17,RU,2022-04-06 01:24:34
11,Tricase,39.9304,18.3553,40.35,70,100,9.4,IT,2022-04-06 01:27:37
12,Parksville,49.3163,-124.3195,51.73,52,42,5.75,CA,2022-04-06 01:27:37
13,Albany,42.6001,-73.9662,51.76,59,100,5.55,US,2022-04-06 01:22:34
14,Port Lincoln,-34.7333,135.8667,64.9,68,38,18.12,AU,2022-04-06 01:23:13
15,Shostka,51.863,33.4698,35.4,93,100,11.5,UA,2022-04-06 01:24:50
16,Maniitsoq,65.4167,-52.9,26.55,92,96,3.24,GL,2022-04-06 01:27:38
17,Puerto Ayora,-0.7393,-90.3518,78.06,86,25,7.09,EC,2022-04-06 01:27:38
18,Pilar,-9.5972,-35.9567,75.13,89,100,1.9,BR,2022-04-06 01:23:12
19,Flinders,-34.5833,150.8552,63.37,92,100,8.03,AU,2022-04-06 01:27:38
20,Avarua,-21.2078,-159.775,84.25,79,100,10.36,CK,2022-04-06 01:27:39
21,Bredasdorp,-34.5322,20.0403,58.37,74,21,13.18,ZA,2022-04-06 01:27:39
22,Pevek,69.7008,170.3133,-5.19,93,100,5.19,RU,2022-04-06 01:24:35
23,Mataura,-46.1927,168.8643,50.31,78,99,12.73,NZ,2022-04-06 01:24:54
24,Grindavik,63.8424,-22.4338,28.87,74,75,27.63,IS,2022-04-06 01:27:39
25,Tuktoyaktuk,69.4541,-133.0374,-5.8,71,20,9.22,CA,2022-04-06 01:24:53
26,Inhambane,-23.865,35.3833,75.6,85,1,7.76,MZ,2022-04-06 01:27:40
27,Tiksi,71.6872,128.8694,-10.43,100,100,3.4,RU,2022-04-06 01:27:40
28,Atuona,-9.8,-139.0333,79.48,72,0,21.72,PF,2022-04-06 01:27:40
29,Isangel,-19.55,169.2667,82.78,79,100,11.63,VU,2022-04-06 01:24:59
30,Taoudenni,22.6783,-3.9836,81.45,22,0,13.89,ML,2022-04-06 01:27:41
31,Kodiak,57.79,-152.4072,36.91,75,100,10.36,US,2022-04-06 01:27:41
32,Hithadhoo,-0.6,73.0833,82.26,69,16,4.23,MV,2022-04-06 01:27:41
33,Chokurdakh,70.6333,147.9167,-5.19,92,14,6.22,RU,2022-04-06 01:27:41
34,Port Blair,11.6667,92.75,78.84,89,40,2.3,IN,2022-04-06 01:27:42
35,Corbu,44.3833,28.65,38.52,93,0,9.22,RO,2022-04-06 01:27:42
36,Carnarvon,-24.8667,113.6333,82.47,54,0,10.36,AU,2022-04-06 01:27:42
37,Port Moresby,-9.4431,147.1797,85.42,74,40,11.5,PG,2022-04-06 01:27:43
38,Tasiilaq,65.6145,-37.6368,15.96,90,47,7.09,GL,2022-04-06 01:27:43
39,San Bartolome De Tirajana,27.9248,-15.5733,50.47,62,40,8.05,ES,2022-04-06 01:27:43
40,Tadine,-21.55,167.8833,75.51,91,100,10.67,NC,2022-04-06 01:27:43
41,Agirish,61.9247,63.0231,15.01,90,68,10.45,RU,2022-04-06 01:27:44
42,Yellowknife,62.456,-114.3525,31.41,69,75,9.22,CA,2022-04-06 01:27:44
43,Tieling,42.2931,123.8414,38.95,16,34,5.39,CN,2022-04-06 01:27:44
44,Terrace,54.5163,-128.6035,42.71,56,75,8.05,CA,2022-04-06 01:26:32
45,Srednekolymsk,67.45,153.6833,-1.39,87,85,6.08,RU,2022-04-06 01:27:45
46,Paita,-5.0892,-81.1144,73.11,76,2,17.31,PE,2022-04-06 01:27:45
47,Busselton,-33.65,115.3333,62.98,61,98,8.99,AU,2022-04-06 01:23:09
48,Ribeira Grande,38.5167,-28.7,60.71,88,46,14.0,PT,2022-04-06 01:24:53
49,Butaritari,3.0707,172.7902,81.32,80,100,17.43,KI,2022-04-06 01:27:45
50,Palmares Do Sul,-30.2578,-50.5097,63.66,80,0,5.82,BR,2022-04-06 01:28:46
51,Dingle,10.9995,122.6711,82.89,74,100,12.41,PH,2022-04-06 01:28:46
52,Martapura,-3.4167,114.85,82.49,78,0,3.44,ID,2022-04-06 01:28:46
53,Svetlaya,46.5389,138.3297,35.13,48,4,16.46,RU,2022-04-06 01:28:46
54,Lagoa,39.05,-27.9833,59.68,86,34,15.61,PT,2022-04-06 01:24:49
55,Vostok,46.4856,135.8833,26.08,69,97,16.82,RU,2022-04-06 01:28:47
56,Faanui,-16.4833,-151.75,82.92,76,6,19.73,PF,2022-04-06 01:28:47
57,Saint-Jean-Port-Joli,47.2171,-70.2658,35.2,94,97,0.2,CA,2022-04-06 01:28:48
58,Kangaatsiaq,68.3065,-53.4641,24.94,95,100,4.43,GL,2022-04-06 01:28:48
59,Haukipudas,65.1765,25.3523,33.85,93,100,14.27,FI,2022-04-06 01:28:48
60,Bathsheba,13.2167,-59.5167,77.61,69,0,13.8,BB,2022-04-06 01:28:48
61,Svetlyy,54.675,20.1347,34.97,81,100,16.15,RU,2022-04-06 01:28:49
62,Kerman,30.2832,57.0788,58.86,21,0,0.0,IR,2022-04-06 01:28:49
63,Narsaq,60.9167,-46.05,32.22,83,23,0.43,GL,2022-04-06 01:28:49
64,Brae,60.3964,-1.353,37.22,73,100,6.44,GB,2022-04-06 01:28:50
65,Petropavlovsk-Kamchatskiy,53.0452,158.6483,50.59,28,0,4.47,RU,2022-04-06 01:27:50
66,Bonnyville,54.2668,-110.735,34.92,100,100,7.43,CA,2022-04-06 01:28:50
67,Morondava,-20.2833,44.2833,75.52,65,11,8.1,MG,2022-04-06 01:28:50
68,Duluth,46.7833,-92.1066,37.08,93,100,20.71,US,2022-04-06 01:26:20
69,Bartica,6.4,-58.6167,75.52,95,4,3.0,GY,2022-04-06 01:28:51
70,Huilong,31.8111,121.655,60.53,63,40,2.01,CN,2022-04-06 01:28:51
71,Karaton,-6.3424,106.1045,76.69,88,100,3.38,ID,2022-04-06 01:28:51
72,Dikson,73.5069,80.5464,-0.53,80,17,19.17,RU,2022-04-06 01:28:51
73,Srostki,52.4189,85.7022,41.67,75,38,5.08,RU,2022-04-06 01:28:52
74,San Cristobal,7.7669,-72.225,73.58,94,99,2.77,VE,2022-04-06 01:28:52
75,Parainen,60.3067,22.301,25.9,64,29,16.62,FI,2022-04-06 01:28:52
76,Mount Isa,-20.7333,139.5,89.37,11,0,10.36,AU,2022-04-06 01:24:59
77,Matay,28.419,30.7792,78.8,9,76,1.7,EG,2022-04-06 01:28:53
78,Rio Grande,-32.035,-52.0986,63.23,67,0,8.19,BR,2022-04-06 01:27:47
79,Punta Arenas,-53.15,-70.9167,35.71,75,0,4.61,CL,2022-04-06 01:25:53
80,Esperance,-33.8667,121.9,66.04,66,91,8.46,AU,2022-04-06 01:28:53
81,Muroto,33.2833,134.15,60.89,54,100,0.85,JP,2022-04-06 01:28:53
82,Saint-Augustin,51.226,-58.6502,32.59,84,100,12.97,CA,2022-04-06 01:28:54
83,Funadhoo,6.15,73.2667,82.63,68,14,1.1,MV,2022-04-06 01:28:54
84,Heihe,50.2441,127.4902,28.98,39,25,20.65,CN,2022-04-06 01:28:54
85,Zhigansk,66.7697,123.3711,-2.51,91,65,12.8,RU,2022-04-06 01:28:55
86,Ambilobe,-13.2,49.05,73.13,96,85,2.13,MG,2022-04-06 01:28:55
87,Asilah,35.465,-6.0348,53.56,87,99,19.48,MA,2022-04-06 01:28:55
88,Okahandja,-21.9833,16.9167,57.87,36,0,3.24,NA,2022-04-06 01:28:55
89,Atar,20.5169,-13.0499,72.93,32,5,10.02,MR,2022-04-06 01:26:14
90,Kapaa,22.0752,-159.319,78.78,77,75,13.8,US,2022-04-06 01:28:56
91,Lorengau,-2.0226,147.2712,80.62,84,100,10.02,PG,2022-04-06 01:28:56
92,Baruun-Urt,46.6806,113.2792,35.04,41,100,7.0,MN,2022-04-06 01:28:56
93,Elmina,5.0898,-1.348,81.52,84,77,5.99,GH,2022-04-06 01:28:57
94,Khatanga,71.9667,102.5,-2.2,89,12,11.36,RU,2022-04-06 01:28:57
95,Coquimbo,-29.9533,-71.3436,55.13,100,100,4.61,CL,2022-04-06 01:28:57
96,Sao Domingos,-13.3983,-46.3183,72.57,52,0,6.53,BR,2022-04-06 01:29:58
97,Araouane,18.9048,-3.5265,84.47,14,0,10.83,ML,2022-04-06 01:29:58
98,Polgardi,47.061,18.302,47.39,91,52,4.5,HU,2022-04-06 01:29:58
99,Sept-Iles,50.2001,-66.3821,27.03,63,0,2.3,CA,2022-04-06 01:29:45
100,Foki,56.693,54.3499,19.98,97,21,4.97,RU,2022-04-06 01:29:59
101,Touros,-5.1989,-35.4608,78.93,80,1,10.18,BR,2022-04-06 01:29:59
102,Malanje,-9.5402,16.341,63.61,97,100,1.32,AO,2022-04-06 01:29:59
103,Geraldton,-28.7667,114.6,75.61,50,8,14.97,AU,2022-04-06 01:24:52
104,Hermanus,-34.4187,19.2345,60.8,80,65,15.82,ZA,2022-04-06 01:24:55
105,Charters Towers,-20.1,146.2667,86.92,37,5,8.14,AU,2022-04-06 01:29:59
106,Vysha,53.8477,42.3777,34.2,97,100,12.19,RU,2022-04-06 01:30:00
107,Lagos De Moreno,21.35,-101.9167,72.14,14,0,8.95,MX,2022-04-06 01:30:00
108,Bambous Virieux,-20.3428,57.7575,77.25,88,40,8.05,MU,2022-04-06 01:28:43
109,Ixtapa,20.7,-105.2,73.22,73,20,8.05,MX,2022-04-06 01:30:01
110,Codrington,-38.2667,141.9667,63.48,59,84,11.39,AU,2022-04-06 01:30:01
111,Juba,4.8517,31.5825,79.84,49,48,2.62,SS,2022-04-06 01:30:02
112,Saint Anthony,45.0205,-93.218,45.14,93,100,14.97,US,2022-04-06 01:30:03
113,Georgetown,5.4112,100.3354,80.53,92,20,3.44,MY,2022-04-06 01:28:41
114,Saint George,37.1041,-113.5841,79.39,15,0,21.85,US,2022-04-06 01:24:54
115,Kargil,34.5667,76.1,26.76,53,0,2.57,IN,2022-04-06 01:30:04
116,Samarai,-10.6167,150.6667,81.5,77,100,14.12,PG,2022-04-06 01:27:23
117,Kununurra,-15.7667,128.7333,89.58,55,21,6.91,AU,2022-04-06 01:30:05
118,Bluff,-46.6,168.3333,52.68,70,74,32.39,NZ,2022-04-06 01:30:05
119,Shimanovsk,52.0,127.7,28.02,33,97,18.39,RU,2022-04-06 01:30:06
120,Burnie,-41.0667,145.9167,58.53,63,95,9.01,AU,2022-04-06 01:30:06
121,Broome,42.2506,-75.833,54.37,50,0,10.36,US,2022-04-06 01:30:07
122,Victoria,22.2855,114.1577,76.95,74,25,3.0,HK,2022-04-06 01:30:07
123,Saint-Philippe,-21.3585,55.7679,75.22,88,100,9.4,RE,2022-04-06 01:27:31
124,Innisfail,-17.5333,146.0333,85.14,59,91,7.16,AU,2022-04-06 01:30:08
125,Port Hardy,50.6996,-127.4199,46.4,76,75,4.61,CA,2022-04-06 01:30:08
126,Longyearbyen,78.2186,15.6401,10.24,61,0,16.11,SJ,2022-04-06 01:24:51
127,Ipameri,-17.7219,-48.1597,69.39,70,0,3.58,BR,2022-04-06 01:30:08
128,Cape Town,-33.9258,18.4232,58.12,88,40,8.05,ZA,2022-04-06 01:20:24
129,Severo-Kurilsk,50.6789,156.125,36.5,92,54,3.06,RU,2022-04-06 01:30:09
130,Mar Del Plata,-38.0023,-57.5575,66.09,67,0,13.0,AR,2022-04-06 01:25:02
131,Atambua,-9.1061,124.8925,82.13,64,78,0.81,ID,2022-04-06 01:30:09
132,New Norfolk,-42.7826,147.0587,60.66,34,0,2.66,AU,2022-04-06 01:30:09
133,Komsomolskiy,40.4272,71.7189,57.92,44,16,6.91,UZ,2022-04-06 01:27:16
134,Kokkola,63.8385,23.1307,26.92,93,100,9.22,FI,2022-04-06 01:30:10
135,Acapulco,16.8634,-99.8901,76.82,78,20,9.22,MX,2022-04-06 01:28:35
136,Saint-Joseph,-21.3667,55.6167,74.21,87,97,10.31,RE,2022-04-06 01:30:10
137,Rafai,4.95,23.9167,67.6,97,100,1.74,CF,2022-04-06 01:30:11
138,Alice Springs,-23.7,133.8833,80.15,13,6,4.61,AU,2022-04-06 01:29:51
139,Beringovskiy,63.05,179.3167,8.76,68,1,2.62,RU,2022-04-06 01:30:11
140,Hilo,19.7297,-155.09,78.53,76,100,5.75,US,2022-04-06 01:24:50
141,Mount Pleasant,32.7941,-79.8626,65.3,96,40,11.5,US,2022-04-06 01:30:12
142,Clyde River,70.4692,-68.5914,-3.77,92,0,2.3,CA,2022-04-06 01:31:12
143,Palana,59.1167,159.9667,25.32,80,100,1.3,RU,2022-04-06 01:31:12
144,Botngard,63.7653,9.8111,33.66,60,20,14.97,NO,2022-04-06 01:31:12
145,Prado,-17.3411,-39.2208,77.05,85,13,5.41,BR,2022-04-06 01:31:13
146,Alegrete,-29.7831,-55.7919,68.0,83,92,8.79,BR,2022-04-06 01:31:13
147,Panama City,8.9936,-79.5197,82.35,79,40,6.91,PA,2022-04-06 01:26:18
148,Omaruru,-21.4333,15.9333,57.34,43,0,2.62,NA,2022-04-06 01:31:13
149,Bethel,41.3712,-73.414,49.08,66,100,4.68,US,2022-04-06 01:31:14
150,Souillac,-20.5167,57.5167,77.38,88,40,8.05,MU,2022-04-06 01:31:14
151,Panguna,-6.3164,155.4848,77.88,77,100,3.33,PG,2022-04-06 01:31:14
152,Hobart,-42.8794,147.3294,61.02,56,75,6.91,AU,2022-04-06 01:27:53
153,Gari,59.4307,62.3497,26.33,76,100,12.68,RU,2022-04-06 01:31:15
154,Outjo,-20.1167,16.15,61.48,36,0,4.16,NA,2022-04-06 01:31:15
155,Myaundzha,63.0494,147.1858,6.62,70,28,2.04,RU,2022-04-06 01:31:15
156,Karratha,-20.7377,116.8463,91.08,40,6,2.13,AU,2022-04-06 01:31:16
157,Segezha,63.7415,34.3222,31.01,95,100,13.98,RU,2022-04-06 01:31:16
158,Lavrentiya,65.5833,-171.0,2.17,77,3,4.5,RU,2022-04-06 01:31:16
159,Te Anau,-45.4167,167.7167,51.73,65,96,6.76,NZ,2022-04-06 01:31:16
160,Chernyanka,50.9409,37.8069,38.19,88,100,15.64,RU,2022-04-06 01:31:17
161,Lambarene,-0.7001,10.2406,75.58,95,100,1.01,GA,2022-04-06 01:31:17
162,Shingu,33.7333,135.9833,66.54,45,100,2.98,JP,2022-04-06 01:31:17
163,Havelock,34.8791,-76.9013,66.94,92,100,3.0,US,2022-04-06 01:31:18
164,Lakeway,30.3638,-97.9796,87.76,39,0,12.66,US,2022-04-06 01:31:18
165,Wasilla,61.5814,-149.4394,41.09,69,75,24.16,US,2022-04-06 01:27:37
166,Hamilton,39.1834,-84.5333,53.55,95,100,6.91,US,2022-04-06 01:26:53
167,Barkhan,29.8977,69.5256,71.38,11,6,2.66,PK,2022-04-06 01:31:18
168,Agvali,42.5385,46.1197,43.66,88,95,10.27,RU,2022-04-06 01:31:19
169,Rawson,-43.3002,-65.1023,69.58,42,100,15.77,AR,2022-04-06 01:31:19
170,Bengkulu,-3.8004,102.2655,77.88,78,100,2.37,ID,2022-04-06 01:31:19
171,Chuy,-33.6971,-53.4616,56.26,74,0,6.67,UY,2022-04-06 01:31:20
172,Imperia,43.9667,7.7833,47.41,90,0,3.29,IT,2022-04-06 01:31:20
173,Thompson,55.7435,-97.8558,37.56,56,75,6.91,CA,2022-04-06 01:26:38
174,Airai,-8.9266,125.4092,74.12,54,42,2.46,TL,2022-04-06 01:31:20
175,Prince Rupert,54.3161,-130.3201,40.69,93,100,9.22,CA,2022-04-06 01:31:21
176,Quelimane,-17.8786,36.8883,80.55,89,20,4.61,MZ,2022-04-06 01:31:21
177,Kavieng,-2.5744,150.7967,81.36,75,100,14.54,PG,2022-04-06 01:31:21
178,Amuntai,-2.4177,115.2494,84.94,70,97,1.21,ID,2022-04-06 01:31:21
179,Vardo,70.3705,31.1107,32.97,70,100,27.11,NO,2022-04-06 01:31:22
180,Buala,-8.145,159.5921,80.33,84,100,11.03,SB,2022-04-06 01:31:22
181,Luderitz,-26.6481,15.1594,59.54,75,0,12.15,NA,2022-04-06 01:31:22
182,Isabela,6.7085,121.9711,82.45,68,94,7.4,PH,2022-04-06 01:31:23
183,Ostrovnoy,68.0531,39.5131,22.08,90,100,15.84,RU,2022-04-06 01:31:23
184,Qaanaaq,77.484,-69.3632,10.22,90,100,1.52,GL,2022-04-06 01:31:23
185,Sinnamary,5.3833,-52.95,77.22,87,84,11.18,GF,2022-04-06 01:31:23
186,Provideniya,64.3833,-173.3,14.11,57,0,8.95,RU,2022-04-06 01:24:56
187,Gravdal,68.1214,13.5031,32.49,62,100,14.5,NO,2022-04-06 01:31:24
188,Surin,14.8818,103.4936,73.78,70,98,10.4,TH,2022-04-06 01:29:36
189,Hervey Bay,-25.2986,152.8535,81.01,64,0,11.99,AU,2022-04-06 01:27:30
190,Goianira,-16.4961,-49.4264,76.82,64,0,3.09,BR,2022-04-06 01:32:24
191,Talnakh,69.4865,88.3972,13.24,80,100,8.55,RU,2022-04-06 01:32:25
192,Husavik,66.0449,-17.3389,27.57,84,100,22.62,IS,2022-04-06 01:32:25
193,Marystown,47.1666,-55.1483,33.85,100,98,7.0,CA,2022-04-06 01:32:25
194,Ancud,-41.8697,-73.8203,58.23,92,100,17.65,CL,2022-04-06 01:32:26
195,Klaksvik,62.2266,-6.589,32.92,63,100,18.77,FO,2022-04-06 01:32:26
196,Tshela,-4.9833,12.9333,73.98,98,100,0.98,CD,2022-04-06 01:32:26
197,Sioux Lookout,50.1001,-91.917,37.47,65,100,10.36,CA,2022-04-06 01:30:35
198,Upernavik,72.7868,-56.1549,16.29,98,100,4.12,GL,2022-04-06 01:32:27
199,Manaure,11.7751,-72.4445,79.99,74,36,15.61,CO,2022-04-06 01:32:27
200,Bandarbeyla,9.4942,50.8122,77.27,75,0,5.68,SO,2022-04-06 01:31:41
201,Yar-Sale,66.8333,70.8333,26.96,96,100,28.63,RU,2022-04-06 01:32:27
202,Cantapoy,9.4906,125.4364,78.55,88,100,4.12,PH,2022-04-06 01:32:27
203,Salinas,36.6777,-121.6555,68.81,55,0,11.5,US,2022-04-06 01:32:28
204,East London,-33.0153,27.9116,65.26,68,50,10.69,ZA,2022-04-06 01:32:28
205,Norman Wells,65.282,-126.8329,17.64,41,20,6.91,CA,2022-04-06 01:24:57
206,Jombang,-7.546,112.2331,83.05,75,100,4.36,ID,2022-04-06 01:32:28
207,Naron,43.5167,-8.1528,47.66,84,2,3.87,ES,2022-04-06 01:32:29
208,Saldanha,-33.0117,17.9442,60.22,79,51,5.61,ZA,2022-04-06 01:32:29
209,Hualmay,-11.0964,-77.6139,68.85,86,43,8.08,PE,2022-04-06 01:32:27
210,Cherskiy,68.75,161.3,0.01,87,89,5.28,RU,2022-04-06 01:32:29
211,Nelson Bay,-32.7167,152.15,74.08,81,18,8.39,AU,2022-04-06 01:32:30
212,Kilindoni,-7.9139,39.6668,82.29,73,11,5.46,TZ,2022-04-06 01:32:30
213,Vengerovo,55.6848,76.7471,38.23,88,47,12.46,RU,2022-04-06 01:32:30
214,Kardamaina,36.7814,27.1425,62.08,67,6,6.91,GR,2022-04-06 01:32:31
215,Erzin,36.9559,36.2,64.74,38,100,1.7,TR,2022-04-06 01:32:31
216,Qui Nhon,13.7667,109.2333,76.64,80,100,19.86,VN,2022-04-06 01:32:31
217,Hami,42.8,93.45,65.08,16,0,9.64,CN,2022-04-06 01:32:31
218,Vikhorevka,56.1201,101.1636,31.59,99,100,3.15,RU,2022-04-06 01:32:32
219,Makaryev,57.8797,43.8069,30.06,94,100,12.77,RU,2022-04-06 01:32:32
220,Sabinas Hidalgo,26.5,-100.1667,83.7,8,91,8.28,MX,2022-04-06 01:32:32
221,Iqaluit,63.7506,-68.5145,2.93,77,75,28.77,CA,2022-04-06 01:32:33
222,Sabang,5.8933,95.3214,80.6,72,100,16.42,ID,2022-04-06 01:32:33
223,Mahibadhoo,3.7833,72.9667,83.1,65,23,2.75,MV,2022-04-06 01:32:33
224,Casablanca,33.5928,-7.6192,55.62,87,55,11.16,MA,2022-04-06 01:29:20
225,Tocache,-8.1842,-76.5125,69.78,98,84,0.6,PE,2022-04-06 01:32:33
226,Arraial Do Cabo,-22.9661,-42.0278,76.48,89,5,11.01,BR,2022-04-06 01:32:34
227,Murray Bridge,-35.1167,139.2667,64.83,58,26,6.71,AU,2022-04-06 01:32:34
228,Diego De Almagro,-26.3667,-70.05,66.65,23,52,2.75,CL,2022-04-06 01:32:34
229,Sao Miguel,-5.4667,-35.3667,77.77,85,3,9.98,BR,2022-04-06 01:32:35
230,Praia,14.9215,-23.5087,70.34,73,20,18.41,CV,2022-04-06 01:32:35
231,Beian,63.6559,9.5683,33.89,60,20,14.97,NO,2022-04-06 01:32:35
232,Makasar,-5.14,119.4221,84.25,74,20,4.61,ID,2022-04-06 01:32:35
233,Naze,28.3667,129.4833,65.32,55,16,2.21,JP,2022-04-06 01:33:36
234,Asau,46.4333,26.4,40.28,77,100,7.14,RO,2022-04-06 01:33:36
235,Ilulissat,69.2167,-51.1,26.62,86,100,8.05,GL,2022-04-06 01:33:36
236,Lebu,-37.6167,-73.65,54.25,94,100,8.1,CL,2022-04-06 01:33:37
237,Ahipara,-35.1667,173.1667,72.07,79,25,10.0,NZ,2022-04-06 01:33:37
238,Kruisfontein,-34.0033,24.7314,60.89,77,93,11.1,ZA,2022-04-06 01:33:37
239,Nuuk,64.1835,-51.7216,29.01,100,100,5.75,GL,2022-04-06 01:33:37
240,Barrow,71.2906,-156.7887,-12.98,77,0,10.36,US,2022-04-06 01:33:38
241,Tumen,42.9661,129.8425,39.9,17,3,15.52,CN,2022-04-06 01:33:38
242,Petropolis,59.8944,30.2642,27.64,76,40,11.18,RU,2022-04-06 01:30:57
243,Marawi,7.9986,124.2928,67.75,98,100,1.05,PH,2022-04-06 01:33:38
244,Iquique,-20.2208,-70.1431,64.44,80,52,1.57,CL,2022-04-06 01:32:12
245,Dunedin,-45.8742,170.5036,59.81,52,16,14.0,NZ,2022-04-06 01:30:47
246,Namatanai,-3.6667,152.4333,78.19,89,100,11.27,PG,2022-04-06 01:30:24
247,Bima,-8.4667,118.7167,85.75,67,31,3.62,ID,2022-04-06 01:33:39
248,Port Elizabeth,-33.918,25.5701,63.1,74,0,18.41,ZA,2022-04-06 01:32:56
249,Klobuck,50.9008,18.9367,45.25,91,100,16.49,PL,2022-04-06 01:33:39
250,Shakawe,-18.3667,21.85,71.49,59,83,1.81,BW,2022-04-06 01:33:40
251,Namie,37.4833,141.0,64.71,57,100,6.91,JP,2022-04-06 01:33:40
252,Sarwar,26.0667,75.0,82.42,18,93,4.81,IN,2022-04-06 01:33:40
253,Guerrero Negro,27.9769,-114.0611,61.54,85,1,13.8,MX,2022-04-06 01:33:40
254,Marsh Harbour,26.5412,-77.0636,76.51,85,7,14.63,BS,2022-04-06 01:33:41
255,Manggar,-2.8833,108.2667,83.98,69,89,6.42,ID,2022-04-06 01:31:42
256,Campo Largo,-25.4586,-49.5283,66.65,97,99,4.45,BR,2022-04-06 01:33:41
257,Szczecinek,53.7079,16.6994,36.34,98,100,5.26,PL,2022-04-06 01:33:41
258,Cabo San Lucas,22.8909,-109.9124,72.7,68,0,10.36,MX,2022-04-06 01:31:02
259,Luganville,-15.5333,167.1667,86.14,71,100,14.27,VU,2022-04-06 01:33:42
260,Hambantota,6.1241,81.1185,73.74,100,20,1.14,LK,2022-04-06 01:33:42
261,Lahat,-3.8,103.5333,82.83,68,52,0.78,ID,2022-04-06 01:33:42
262,Fomboni,-12.28,43.7425,82.09,74,0,4.21,KM,2022-04-06 01:33:43
263,Opochka,56.7105,28.6617,26.85,86,99,9.51,RU,2022-04-06 01:33:43
264,Waingapu,-9.6567,120.2641,84.38,68,100,5.1,ID,2022-04-06 01:33:43
265,Saskylakh,71.9167,114.0833,-13.0,97,62,4.38,RU,2022-04-06 01:24:55
266,Laurel,39.0993,-76.8483,54.01,96,100,12.66,US,2022-04-06 01:33:43
267,Elk City,35.412,-99.4043,77.22,33,0,28.77,US,2022-04-06 01:33:44
268,Sibu,2.3,111.8167,79.11,88,40,5.01,MY,2022-04-06 01:32:00
269,Xai-Xai,-25.0519,33.6442,72.63,94,0,6.22,MZ,2022-04-06 01:33:44
